2023-09-13 at 16:47:04 | INFO | Creating the Mismatch Database
2023-09-13 at 16:47:04 | INFO | Created: /home/ubuntu/mnt/chris/primal-nf/work/93/cd2d00199f7779e99f4b12c2833ed6/west-nile-virus-sa381-00--449279/work/mismatch.db
2023-09-13 at 16:47:04 | INFO | Read in MSA: 449279_final	seqs:1	cols:11052
2023-09-13 at 16:47:05 | INFO | 449279_final: digested to 5237 FKmers and 5493 RKmers
2023-09-13 at 16:48:22 | INFO | 449279_final: Generated 480827 possible amplicons
2023-09-13 at 16:48:22 | INFO | Added first amplicon for 449279_final: 0	1008	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 854	1880	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 1698	2722	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 2555	3575	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 3432	4459	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 4295	5315	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 5163	6186	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 6011	7033	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 6867	7889	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 7693	8714	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 8568	9569	1
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 9417	10448	2
2023-09-13 at 16:48:23 | INFO | Added overlapping amplicon for 449279_final: 9975	10996	1
2023-09-13 at 16:48:24 | INFO | Writting output files
