2024-02-13 at 14:51:58 | INFO | Creating the Mismatch Database
2024-02-13 at 14:52:33 | INFO | Created: hbv-2/work/mismatch.db
2024-02-13 at 14:52:36 | INFO | Read in MSA: seq.ds.ref.align	seqs:4618	cols:3599
2024-02-13 at 14:54:13 | DEBUG | FKmer: 18: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 19	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 20	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 21	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 22	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 23	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 24	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 25	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 26	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 27	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 28	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 29	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 30	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 31	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 32	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 33	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 34	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 35	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 36	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 37	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 38	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 39	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 40	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 41	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 42	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 43	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 44	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 45	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 46	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 47	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 48	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 49	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 50	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 51	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 52	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 53	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 54	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 55	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 56	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 57	GapOnSetBase
2024-02-13 at 14:54:13 | DEBUG | FKmer: 58	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 59	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 60	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 61	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 62	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 63	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 64	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 65	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 66	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 67	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 68	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 69	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 70	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 71	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 72	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 73	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 74	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 75	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 76	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 77	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 78	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 79	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 80	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 81	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 82	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 83	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 84	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 85	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 86	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 87	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 88	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 89	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 90	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 91	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 92	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 93	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 94	HairpinFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 95	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 96	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 97	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 98	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 99	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 100	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 101	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 102	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 103	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 104	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 105	HairpinFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 106	HairpinFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 107	HairpinFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 108	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 109	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 110	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 111	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 112	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 113	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 114	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 115	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 116	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 117	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 118	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 119	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 120	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 121	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 122	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 123	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 124	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 125	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 126: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 127: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 128: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 129: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 130: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 131: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 132: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 133: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 134: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 135	HairpinFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 136	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 137	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 138	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 139	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 140	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 141	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 142	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 143	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 144	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 145	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 146	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 147	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 148	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 149	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 150	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 151	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 152	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 153	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 154	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 155	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 156	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 157	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 158	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 159	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 160	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 161	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 162	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 163	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 164	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 165	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 166	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 167: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 168	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 169	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 170	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 171	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 172	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 173: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 174: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 175: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 176: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 177: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 178: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 179: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 180: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 181: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 182	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 183: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 184: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 185: AllPass
2024-02-13 at 14:54:13 | DEBUG | FKmer: 186	DimerFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 187	DimerFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 188	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 189	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 190	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 191	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 192	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 193	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 194	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 195	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 196	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 197	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 198	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 199	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 200	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 201	ThermoFail
2024-02-13 at 14:54:13 | DEBUG | FKmer: 202	ThermoFail
